ticker,date,open,high,low,close
SSV,2022-05-16,8.58782,8.87345,7.94666,8.43218
SSV,2022-05-17,8.45,9.28691,8.28439,8.57869
SSV,2022-05-18,8.64362,8.77058,7.56415,7.74592
SSV,2022-05-19,7.77011,8.61224,7.51546,7.72904
SSV,2022-05-20,7.81396,8.30035,7.72172,7.78165
SSV,2022-05-21,7.73773,7.89543,7.71903,7.81862
SSV,2022-05-22,7.81263,8.41829,7.81263,8.41519
SSV,2022-05-23,8.41355,8.46927,7.88613,8.25458
SSV,2022-05-24,8.20814,8.23293,7.65081,7.80705
SSV,2022-05-25,7.80626,8.08319,7.77548,7.87643
SSV,2022-05-26,7.89401,8.03245,6.65777,7.48551
SSV,2022-05-27,7.46153,7.46153,6.92667,6.92667
SSV,2022-05-28,7.04672,7.12896,6.9125,6.96705
SSV,2022-05-29,6.96626,7.21983,6.72034,7.15148
SSV,2022-05-30,7.15248,7.5505,6.8931,7.35885
SSV,2022-05-31,7.36384,7.79276,7.2492,7.48226
SSV,2022-06-01,7.47926,7.52298,6.71395,6.95673
SSV,2022-06-02,6.87712,7.01968,6.82185,6.97072
SSV,2022-06-03,7.07063,7.17362,6.73512,6.73613
SSV,2022-06-04,6.8523,6.8523,6.45754,6.61204
SSV,2022-06-05,6.73526,6.88115,6.58866,6.65574
SSV,2022-06-06,6.70889,7.38768,6.69331,7.23592
SSV,2022-06-07,7.22714,7.22721,6.5443,7.08033
SSV,2022-06-08,7.11352,7.46444,6.91137,6.9175
SSV,2022-06-09,6.98583,7.33302,6.86564,7.19588
SSV,2022-06-10,7.03352,7.05321,6.65907,6.71246
SSV,2022-06-11,6.67056,6.79472,5.98199,5.99915
SSV,2022-06-12,6.00878,6.17155,5.92689,6.14933
SSV,2022-06-13,6.06427,6.06439,4.5931,4.75553
SSV,2022-06-14,4.75495,5.47577,4.37173,5.13803
SSV,2022-06-15,5.13828,5.30688,4.31691,4.97862
SSV,2022-06-16,5.05353,5.05353,4.60563,4.61932
SSV,2022-06-17,4.49383,4.61839,4.36559,4.46987
SSV,2022-06-18,4.46528,4.47356,3.64562,3.90726
SSV,2022-06-19,3.92038,4.81362,3.92034,4.78865
SSV,2022-06-20,4.83529,4.86725,4.60564,4.77916
SSV,2022-06-21,4.76785,5.19644,4.70881,5.02277
SSV,2022-06-22,5.03056,5.08111,4.59674,4.70809
SSV,2022-06-23,4.71808,4.9984,4.7176,4.9943
SSV,2022-06-24,5.10619,5.10619,4.34575,4.72193
SSV,2022-06-25,4.75914,4.76373,4.413,4.5649
SSV,2022-06-26,4.58151,4.67594,4.40607,4.66449
SSV,2022-06-27,4.64745,4.64745,4.34656,4.42277
SSV,2022-06-28,4.44474,4.49389,4.39965,4.43392
SSV,2022-06-29,4.38451,4.3846,4.16355,4.22138
SSV,2022-06-30,4.26064,4.26499,3.85309,3.92973
SSV,2022-07-01,3.87944,4.1581,3.87944,4.15619
SSV,2022-07-02,4.11876,4.11876,4.00489,4.10926
SSV,2022-07-03,4.10127,4.15111,4.05192,4.11375
SSV,2022-07-04,4.12893,4.14912,3.9948,4.14912
SSV,2022-07-05,4.14912,4.47732,4.14912,4.43901
SSV,2022-07-06,4.5403,4.70162,4.48052,4.67665
SSV,2022-07-07,4.73172,5.03136,4.72859,4.997
SSV,2022-07-08,5.05645,5.34326,5.05645,5.34326
SSV,2022-07-09,5.37457,5.38577,5.15149,5.27233
SSV,2022-07-10,5.26854,5.26914,5.09694,5.10883
SSV,2022-07-11,5.13552,5.13552,5.0004,5.0004
SSV,2022-07-12,4.85832,5.46962,4.66873,4.67452
SSV,2022-07-13,4.67413,5.95354,4.63918,5.67449
SSV,2022-07-14,5.62267,5.94694,5.20733,5.73196
SSV,2022-07-15,5.91005,8.10913,5.84069,7.60796
SSV,2022-07-16,7.57517,7.89384,6.17986,7.21636
SSV,2022-07-17,7.63567,9.90842,7.19878,7.66523
SSV,2022-07-18,7.66683,8.7438,7.40603,7.88765
SSV,2022-07-19,7.88971,8.49924,7.18226,7.86748
SSV,2022-07-20,7.8471,8.45762,7.2375,7.32897
SSV,2022-07-21,7.33378,7.61147,6.85569,7.61147
SSV,2022-07-22,7.6117,8.11554,7.51473,7.51473
SSV,2022-07-23,7.50453,7.8201,7.27405,7.29339
SSV,2022-07-24,7.2916,7.66772,7.10817,7.30649
SSV,2022-07-25,7.23499,7.26088,6.43817,6.50939
SSV,2022-07-26,6.40087,6.43073,5.83163,5.85012
SSV,2022-07-27,5.9868,7.60156,5.98446,7.45561
SSV,2022-07-28,7.55979,9.50009,7.55956,9.0195
SSV,2022-07-29,9.09816,9.9626,8.27795,8.72147
SSV,2022-07-30,8.76428,9.00315,8.44645,8.68008
SSV,2022-07-31,8.54986,8.62348,8.3522,8.54145
SSV,2022-08-01,8.2953,8.29563,7.52285,7.55777
SSV,2022-08-02,7.50232,8.75983,7.19481,8.3274
SSV,2022-08-03,8.5058,9.20193,8.17236,8.93722
SSV,2022-08-04,9.0135,9.547,8.00034,8.41031
SSV,2022-08-05,8.39894,9.21645,8.32995,8.93259
SSV,2022-08-06,8.9291,9.26979,8.70605,8.77322
SSV,2022-08-07,8.79521,9.15965,8.64992,9.10183
SSV,2022-08-08,9.12094,10.425,9.03398,9.67836
SSV,2022-08-09,9.76385,9.76805,8.4431,8.62901
SSV,2022-08-10,8.72769,10.4976,8.48404,10.3169
SSV,2022-08-11,10.3167,11.7739,10.3107,11.1876
SSV,2022-08-12,11.103,11.2054,10.5252,11.0808
SSV,2022-08-13,11.3514,12.9764,11.3514,11.6104
SSV,2022-08-14,11.6225,12.7793,10.7026,11.0137
SSV,2022-08-15,11.0085,11.647,10.0313,10.6009
SSV,2022-08-16,10.5963,11.2271,9.88518,10.8636
SSV,2022-08-17,10.8601,11.2308,10.0003,10.0391
SSV,2022-08-18,10.1914,13.0024,10.1576,12.5201
SSV,2022-08-19,12.5203,12.5636,9.8,9.8
SSV,2022-08-20,9.80049,10.0458,9.31802,9.39591
SSV,2022-08-21,9.43431,16.7735,9.40581,15.1809
SSV,2022-08-22,15.141,16.9693,12.7015,13.9825
SSV,2022-08-23,13.9824,18.8382,13.9824,17.8924
SSV,2022-08-24,17.9048,18.6388,15.4856,16.4088
SSV,2022-08-25,16.3878,18.0023,15.7043,16.3583
SSV,2022-08-26,16.3403,18.4248,14.2443,14.2547
SSV,2022-08-27,14.2595,15.2636,13.6097,13.8468
SSV,2022-08-28,14.0229,14.8068,13.7887,14.3541
SSV,2022-08-29,14.3178,14.4823,13.2614,14.0104
SSV,2022-08-30,13.9554,14.6897,12.6043,12.6568
SSV,2022-08-31,12.834,14.3285,12.7201,12.8481
SSV,2022-09-01,12.92,13.0293,12.3451,12.6282
SSV,2022-09-02,12.6441,16.7476,12.462,16.6749
SSV,2022-09-03,16.6621,16.7527,14.0622,14.7468
SSV,2022-09-04,14.7742,15.0107,13.7716,14.2604
SSV,2022-09-05,14.264,15.5,13.8928,15.0416
SSV,2022-09-06,15.1332,17.0935,14.1113,14.4658
SSV,2022-09-07,14.4591,15.016,13.4995,14.9257
SSV,2022-09-08,15.0979,15.2157,14.0889,14.3343
SSV,2022-09-09,14.3399,16.3753,14.2879,15.4666
SSV,2022-09-10,15.4551,16.461,15.419,15.6998
SSV,2022-09-11,15.7182,18.0049,15.686,17.0422
SSV,2022-09-12,17.1459,19.4534,16.5853,17.6509
SSV,2022-09-13,17.6473,20.003,16.3449,16.6489
SSV,2022-09-14,16.6434,17.9998,15.327,15.6578
SSV,2022-09-15,15.6929,17.3126,14.0622,14.5275
SSV,2022-09-16,14.5134,14.5988,12.5122,13.081
SSV,2022-09-17,13.0663,14.5436,13.0663,13.4264
SSV,2022-09-18,13.4257,14.1236,12.4053,12.461
SSV,2022-09-19,12.4621,12.4998,11.2597,12.0164
SSV,2022-09-20,12.0234,13.8149,11.4477,12.2925
SSV,2022-09-21,12.263,13.3155,11.6864,11.7556
SSV,2022-09-22,11.7502,12.1388,10.75,11.769
SSV,2022-09-23,11.7678,12.2543,10.8954,11.194
SSV,2022-09-24,11.2184,11.6688,11.0931,11.3566
SSV,2022-09-25,11.3556,11.8094,11.0617,11.2769
SSV,2022-09-26,11.2608,11.584,10.3769,10.5238
SSV,2022-09-27,10.5115,12.9705,10.5103,11.8996
SSV,2022-09-28,11.9091,12.384,11.0045,11.6324
SSV,2022-09-29,11.6331,12.063,11.1476,11.3556
SSV,2022-09-30,11.356,11.7111,11.2214,11.304
SSV,2022-10-01,11.303,11.3915,10.9339,10.9774
SSV,2022-10-02,10.9775,11.1725,10.8172,10.9553
SSV,2022-10-03,10.954,11.1096,10.5357,10.8982
SSV,2022-10-04,10.8994,11.9959,10.8994,11.6649
SSV,2022-10-05,11.6703,11.6703,11.1268,11.2274
SSV,2022-10-06,11.2303,11.5624,11.2284,11.4295
SSV,2022-10-07,11.4164,11.4263,10.9267,11.0162
SSV,2022-10-08,11.0043,11.0348,10.7691,10.8662
SSV,2022-10-09,10.833,11.239,10.816,11.141
SSV,2022-10-10,11.1289,11.2108,10.8942,10.9205
SSV,2022-10-11,10.9201,10.9201,10.3126,10.3471
SSV,2022-10-12,10.3451,10.6711,10.3451,10.4508
SSV,2022-10-13,10.4526,10.6561,9.81891,10.6438
SSV,2022-10-14,10.6437,11.5664,10.5611,10.9729
SSV,2022-10-15,10.9786,10.9838,10.4721,10.4773
SSV,2022-10-16,10.4653,10.5999,10.4326,10.535
SSV,2022-10-17,10.5316,11.0938,10.4189,10.746
SSV,2022-10-18,10.7464,11.0468,10.4683,10.5891
SSV,2022-10-19,10.5863,10.8945,10.2393,10.3
SSV,2022-10-20,10.2962,10.2988,9.84152,9.84152
