ticker,date,open,high,low,close
BICO,2022-05-15,0.643098,0.772839,0.626122,0.6662
BICO,2022-05-16,0.6662,0.712144,0.591171,0.617197
BICO,2022-05-17,0.618195,0.641165,0.59123,0.621191
BICO,2022-05-18,0.620255,0.646224,0.562268,0.638169
BICO,2022-05-19,0.640103,0.792888,0.640103,0.718281
BICO,2022-05-20,0.718281,0.730196,0.655344,0.6911
BICO,2022-05-21,0.692099,0.749025,0.655213,0.715069
BICO,2022-05-22,0.715069,0.747028,0.67612,0.680183
BICO,2022-05-23,0.681182,0.718281,0.660207,0.679184
BICO,2022-05-24,0.679184,0.723204,0.635237,0.685108
BICO,2022-05-25,0.686107,0.701158,0.648286,0.65721
BICO,2022-05-26,0.658609,0.66317,0.59129,0.634964
BICO,2022-05-27,0.633466,0.724974,0.584157,0.664535
BICO,2022-05-28,0.665241,0.682215,0.636127,0.647242
BICO,2022-05-29,0.643234,0.658269,0.62729,0.646288
BICO,2022-05-30,0.64778,0.700809,0.641593,0.694913
BICO,2022-05-31,0.694414,1.01419,0.689448,0.883204
BICO,2022-06-01,0.883293,0.92426,0.721278,0.733339
BICO,2022-06-02,0.731534,0.740333,0.701368,0.735338
BICO,2022-06-03,0.733339,0.760015,0.660271,0.713379
BICO,2022-06-04,0.713379,0.734302,0.675439,0.694472
BICO,2022-06-05,0.694472,0.769338,0.677478,0.742302
BICO,2022-06-06,0.742302,0.803325,0.709396,0.724391
BICO,2022-06-07,0.723385,0.725397,0.663469,0.71143
BICO,2022-06-08,0.71143,0.714499,0.663522,0.679565
BICO,2022-06-09,0.678559,0.688407,0.654515,0.672435
BICO,2022-06-10,0.672428,0.690433,0.613288,0.630192
BICO,2022-06-11,0.630199,0.64431,0.51536,0.536388
BICO,2022-06-12,0.537387,0.572358,0.481316,0.512369
BICO,2022-06-13,0.512364,0.512364,0.43676,0.489324
BICO,2022-06-14,0.489324,0.528212,0.462329,0.497402
BICO,2022-06-15,0.496409,0.54923,0.461168,0.548177
BICO,2022-06-16,0.5453,0.5453,0.4793,0.5
BICO,2022-06-17,0.496309,0.68142,0.491915,0.509488
BICO,2022-06-18,0.50789,0.518388,0.451331,0.481214
BICO,2022-06-19,0.480221,0.553335,0.480187,0.535303
BICO,2022-06-20,0.5305,0.548396,0.5132,0.528418
BICO,2022-06-21,0.527366,0.568545,0.523371,0.529417
BICO,2022-06-22,0.528418,0.532467,0.498451,0.505494
BICO,2022-06-23,0.506493,0.538461,0.500499,0.528471
BICO,2022-06-24,0.540459,0.55853,0.522477,0.55057
BICO,2022-06-25,0.54945,0.58941,0.525642,0.553612
BICO,2022-06-26,0.553618,0.583391,0.526079,0.548165
BICO,2022-06-27,0.547966,0.621434,0.522686,0.59547
BICO,2022-06-28,0.59547,0.614434,0.529454,0.550322
BICO,2022-06-29,0.549313,0.574316,0.525306,0.540345
BICO,2022-06-30,0.539247,0.540845,0.470012,0.486416
BICO,2022-07-01,0.4876,0.5149,0.4825,0.4921
BICO,2022-07-02,0.4901,0.5084,0.4697,0.4938
BICO,2022-07-03,0.492908,0.492908,0.465294,0.480175
BICO,2022-07-04,0.4776,0.4787,0.4647,0.4721
BICO,2022-07-05,0.490411,0.501448,0.478425,0.494455
BICO,2022-07-06,0.494455,0.522425,0.480423,0.516431
BICO,2022-07-07,0.515432,0.530681,0.494455,0.519688
BICO,2022-07-08,0.519688,0.529629,0.487707,0.517689
BICO,2022-07-09,0.51669,0.550669,0.509643,0.519688
BICO,2022-07-10,0.521635,0.523686,0.490656,0.498701
BICO,2022-07-11,0.495503,0.729589,0.31571,0.472374
BICO,2022-07-12,0.471928,0.72937,0.315484,0.471728
BICO,2022-07-13,0.470148,0.664608,0.315453,0.482565
BICO,2022-07-14,0.482565,0.531628,0.471622,0.4997
BICO,2022-07-15,0.4997,0.509694,0.48371,0.495851
BICO,2022-07-16,0.495851,0.529841,0.480808,0.510847
BICO,2022-07-17,0.509862,0.559927,0.505904,0.514866
BICO,2022-07-18,0.513861,0.572885,0.505843,0.538876
BICO,2022-07-19,0.538838,0.588,0.531963,0.580093
BICO,2022-07-20,0.58,0.623012,0.521958,0.542027
BICO,2022-07-21,0.541054,0.541076,0.50404,0.533117
BICO,2022-07-22,0.532128,0.619142,0.523058,0.59013
BICO,2022-07-23,0.589,0.715193,0.570063,0.628126
BICO,2022-07-24,0.628119,0.640077,0.574029,0.594119
BICO,2022-07-25,0.594119,0.60012,0.540059,0.549044
BICO,2022-07-26,0.549049,0.54906,0.505,0.515077
BICO,2022-07-27,0.514377,0.665393,0.315781,0.561535
BICO,2022-07-28,0.561746,0.599218,0.547304,0.580316
BICO,2022-07-29,0.579151,0.6682,0.566147,0.606248
BICO,2022-07-30,0.606242,0.681272,0.587164,0.593196
BICO,2022-07-31,0.592213,0.687206,0.580209,0.65315
BICO,2022-08-01,0.657151,0.678305,0.605073,0.610171
BICO,2022-08-02,0.611183,0.626244,0.564169,0.61011
BICO,2022-08-03,0.609116,0.655105,0.592148,0.614154
BICO,2022-08-04,0.613135,0.628138,0.591018,0.595024
BICO,2022-08-05,0.594018,0.660132,0.588053,0.649123
BICO,2022-08-06,0.650123,0.768046,0.648084,0.663146
BICO,2022-08-07,0.663146,0.673067,0.636153,0.661119
